INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172001527,3410,Towed,TOWED MOTOR VEHICLE,D14,802,FALSE,2016-11-07T03:38:00Z,2016,11,Monday,3,Part Three,CAMBRIDGE ST,42.35490995,-71.13420635,"(42.35490995, -71.13420635)"
I152104840,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,133,FALSE,2015-12-20T05:13:00Z,2015,12,Sunday,5,Part Three,COMMONWEALTH AVE,42.3525717,-71.0749163,"(42.35257170, -71.07491630)"
I152102214,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,E18,498,FALSE,2015-12-11T07:30:00Z,2015,12,Friday,7,Part Three,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
I172056522,2403,Disorderly Conduct,DISTURBING THE PEACE,E18,501,FALSE,2017-07-12T23:55:00Z,2017,7,Wednesday,23,Part Two,STELLA RD,42.28131435,-71.11830633,"(42.28131435, -71.11830633)"
I182078749,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,FALSE,2018-09-29T10:30:00Z,2018,9,Saturday,10,Part Two,MASON ST,42.35483584,-71.06267377,"(42.35483584, -71.06267377)"
I152088031,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,327,FALSE,2015-10-23T13:57:00Z,2015,10,Friday,13,Part Two,HOWARD AVE,42.3141078,-71.07525124,"(42.31410780, -71.07525124)"
I152073844,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,186,FALSE,2015-09-05T16:05:00Z,2015,9,Saturday,16,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I152093895,3130,Search Warrants,SEARCH WARRANT,E18,481,FALSE,2015-11-12T10:15:00Z,2015,11,Thursday,10,Part Three,ROSEWOOD ST,42.2676132,-71.09848676,"(42.26761320, -71.09848676)"
I182038226,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,431,FALSE,2018-05-19T19:22:00Z,2018,5,Saturday,19,Part Two,DON ST,42.28672893,-71.08597531,"(42.28672893, -71.08597531)"
I162087290,301,Robbery,ROBBERY - STREET,D4,160,FALSE,2016-10-24T20:36:00Z,2016,10,Monday,20,Part One,SHAWMUT AVE,42.34351344,-71.06824563,"(42.34351344, -71.06824563)"
I162046374,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,799,FALSE,2016-06-11T22:30:00Z,2016,6,Saturday,22,Part One,ASHFORD ST,42.35458677,-71.12673268,"(42.35458677, -71.12673268)"
I172089853,613,Larceny,LARCENY SHOPLIFTING,B3,458,FALSE,2017-10-27T15:11:00Z,2017,10,Friday,15,Part One,ERIE ST,42.30153144,-71.08257819,"(42.30153144, -71.08257819)"
I172063382,3125,Warrant Arrests,WARRANT ARREST,B2,281,FALSE,2017-08-03T18:30:00Z,2017,8,Thursday,18,Part Three,MOUNT PLEASANT AVE,42.32734041,-71.07945869,"(42.32734041, -71.07945869)"
I182027243,724,Auto Theft,AUTO THEFT,C6,178,FALSE,2018-03-27T09:12:00Z,2018,3,Tuesday,9,Part One,MASSACHUSETTS AVE,42.32856401,-71.06835343,"(42.32856401, -71.06835343)"
I140300475-02,301,Robbery,ROBBERY - STREET,B3,453,FALSE,2015-08-21T03:44:00Z,2015,8,Friday,3,Part One,HARVARD ST,42.29784143,-71.07605183,"(42.29784143, -71.07605183)"
I162015317,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,A15,41,FALSE,2016-02-26T19:00:00Z,2016,2,Friday,19,Part Three,TREMONT ST,42.37643941,-71.05884066,"(42.37643941, -71.05884066)"
I172080585,1402,Vandalism,VANDALISM,E13,572,FALSE,2017-09-21T23:30:00Z,2017,9,Thursday,23,Part Two,WASHINGTON ST,42.31485546,-71.0992241,"(42.31485546, -71.09922410)"
I182001394,311,Robbery,ROBBERY - COMMERCIAL,D4,164,FALSE,2018-01-06T14:55:00Z,2018,1,Saturday,14,Part One,WASHINGTON ST,42.34334672,-71.06643142,"(42.34334672, -71.06643142)"
I152063225,3410,Towed,TOWED MOTOR VEHICLE,D4,144,FALSE,2015-07-31T09:03:00Z,2015,7,Friday,9,Part Three,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)"
I172029182,3114,Investigate Property,INVESTIGATE PROPERTY,D4,NA,FALSE,2017-04-14T18:14:00Z,2017,4,Friday,18,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I172014933,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,NA,FALSE,2017-02-24T01:15:00Z,2017,2,Friday,1,Part Two,NA,NA,NA,"(0.00000000, 0.00000000)"
I162074537,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,358,FALSE,2016-10-03T16:16:00Z,2016,10,Monday,16,Part Two,PARK ST,42.29753608,-71.0644598,"(42.29753608, -71.06445980)"
I162077724,3501,Missing Person Reported,MISSING PERSON,B3,446,FALSE,2016-09-22T16:00:00Z,2016,9,Thursday,16,Part Three,ATHELWOLD ST,42.29603943,-71.07717023,"(42.29603943, -71.07717023)"
I172034553,613,Larceny,LARCENY SHOPLIFTING,D4,130,FALSE,2017-05-03T00:08:00Z,2017,5,Wednesday,0,Part One,HUNTINGTON AVE,42.34749899,-71.07925506,"(42.34749899, -71.07925506)"
I172030176,301,Robbery,ROBBERY - STREET,D4,130,FALSE,2017-04-13T21:30:00Z,2017,4,Thursday,21,Part One,DARTMOUTH ST,42.34928287,-71.07689903,"(42.34928287, -71.07689903)"
I162026439,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,469,FALSE,2016-04-05T21:30:00Z,2016,4,Tuesday,21,Part Three,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I152053093,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,B2,281,FALSE,2015-06-27T04:02:00Z,2015,6,Saturday,4,Part Three,DUDLEY ST,42.32853529,-71.08213874,"(42.32853529, -71.08213874)"
I152053289,2647,Other,THREATS TO DO BODILY HARM,E5,563,FALSE,2015-06-27T19:55:00Z,2015,6,Saturday,19,Part Two,FLORENCE ST,42.28751274,-71.1218633,"(42.28751274, -71.12186330)"
I152052931,3501,Missing Person Reported,MISSING PERSON,D14,784,FALSE,2015-06-26T14:00:00Z,2015,6,Friday,14,Part Three,WARREN ST,42.34946444,-71.14270449,"(42.34946444, -71.14270449)"
I182005593,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,NA,NA,FALSE,2018-01-22T00:21:00Z,2018,1,Monday,0,Part Three,NA,42.33769143,-71.09559891,"(42.33769143, -71.09559891)"
I172014587,2647,Other,THREATS TO DO BODILY HARM,B3,464,FALSE,2017-02-22T20:38:00Z,2017,2,Wednesday,20,Part Two,BLUE HILL AVE,42.29171816,-71.08911807,"(42.29171816, -71.08911807)"
I152096521,1402,Vandalism,VANDALISM,D4,270,FALSE,2015-11-20T23:17:00Z,2015,11,Friday,23,Part Two,ALBANY ST,42.3318548,-71.07590333,"(42.33185480, -71.07590333)"
I182022597,2647,Other,THREATS TO DO BODILY HARM,C11,355,FALSE,2018-03-26T14:30:00Z,2018,3,Monday,14,Part Two,NEPONSET AVE,42.29620667,-71.05487852,"(42.29620667, -71.05487852)"
I152086927,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C11,289,FALSE,2015-10-19T18:53:00Z,2015,10,Monday,18,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182062411,3115,Investigate Person,INVESTIGATE PERSON,D4,163,FALSE,2018-08-06T17:56:00Z,2018,8,Monday,17,Part Three,SHAWMUT AVE,42.34319453,-71.06880537,"(42.34319453, -71.06880537)"
I162019638,1815,Drug Violation,DRUGS - POSSESSION,C6,194,FALSE,2016-03-13T13:11:00Z,2016,3,Sunday,13,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I172082759,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,FALSE,2017-10-04T15:20:00Z,2017,10,Wednesday,15,Part Three,BORDER ST,42.38093345,-71.04023929,"(42.38093345, -71.04023929)"
I182028028,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,E5,723,FALSE,2018-04-14T16:47:00Z,2018,4,Saturday,16,Part Three,VFW PKWY,42.26623736,-71.16843346,"(42.26623736, -71.16843346)"
I182041601,3115,Investigate Person,INVESTIGATE PERSON,D4,905,FALSE,2018-05-30T14:55:00Z,2018,5,Wednesday,14,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I172040569,3502,Missing Person Located,MISSING PERSON - LOCATED,E18,520,FALSE,2017-05-23T07:46:00Z,2017,5,Tuesday,7,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I152052765,2401,Disorderly Conduct,AFFRAY,A1,121,FALSE,2015-06-26T01:52:00Z,2015,6,Friday,1,Part Two,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I182001348,1402,Vandalism,VANDALISM,C6,219,FALSE,2018-01-05T07:00:00Z,2018,1,Friday,7,Part Two,E EIGHTH ST,42.33129177,-71.04539502,"(42.33129177, -71.04539502)"
I172078507,3114,Investigate Property,INVESTIGATE PROPERTY,A1,95,FALSE,2017-09-21T09:47:00Z,2017,9,Thursday,9,Part Three,STATE ST,42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
I162084831,3125,Warrant Arrests,WARRANT ARREST,D4,284,FALSE,2016-10-16T17:25:00Z,2016,10,Sunday,17,Part Three,COLUMBUS AVE,42.3388092,-71.08401257,"(42.33880920, -71.08401257)"
I162046293,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,D4,167,FALSE,2016-06-12T00:00:00Z,2016,6,Sunday,0,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I152067034,1402,Vandalism,VANDALISM,B3,482,FALSE,2015-08-13T17:00:00Z,2015,8,Thursday,17,Part Two,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
I172085604,617,Larceny,LARCENY THEFT FROM BUILDING,C6,231,FALSE,2017-10-13T18:18:00Z,2017,10,Friday,18,Part One,E SIXTH ST,42.33321208,-71.0301811,"(42.33321208, -71.03018110)"
I162027127,3410,Towed,TOWED MOTOR VEHICLE,B2,318,FALSE,2016-04-08T08:15:00Z,2016,4,Friday,8,Part Three,ELM HILL AVE,42.30901945,-71.0878912,"(42.30901945, -71.08789120)"
I162058374,724,Auto Theft,AUTO THEFT,E13,578,FALSE,2016-07-20T18:00:00Z,2016,7,Wednesday,18,Part One,SHERIDAN ST,42.32091109,-71.10759322,"(42.32091109, -71.10759322)"
I182023455,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,794,FALSE,2018-03-29T17:05:00Z,2018,3,Thursday,17,Part Three,ALLSTON ST,42.34984183,-71.13678902,"(42.34984183, -71.13678902)"
I182049611,3410,Towed,TOWED MOTOR VEHICLE,E13,578,FALSE,2018-06-25T09:22:00Z,2018,6,Monday,9,Part Three,SHERIDAN ST,42.32008171,-71.10663225,"(42.32008171, -71.10663225)"
I172074005,3111,License Violation,LICENSE PREMISE VIOLATION,C11,247,FALSE,2017-09-06T23:35:00Z,2017,9,Wednesday,23,Part Three,DORCHESTER AVE,42.31322413,-71.05715277,"(42.31322413, -71.05715277)"
I182076484,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,577,FALSE,2018-09-21T17:45:00Z,2018,9,Friday,17,Part Two,WASHINGTON ST,42.31572222,-71.09836555,"(42.31572222, -71.09836555)"
I152066207,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,289,FALSE,2015-08-10T18:56:00Z,2015,8,Monday,18,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182013717,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,579,FALSE,2018-02-21T13:22:00Z,2018,2,Wednesday,13,Part Three,CHESTNUT AVE,42.32239123,-71.10196448,"(42.32239123, -71.10196448)"
I182013587,3125,Warrant Arrests,WARRANT ARREST,B2,178,FALSE,2018-02-20T23:50:00Z,2018,2,Tuesday,23,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I162022022,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,685,FALSE,2016-03-21T16:58:00Z,2016,3,Monday,16,Part Two,BEECH ST,42.27830138,-71.13699073,"(42.27830138, -71.13699073)"
I162059986,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,FALSE,2016-07-27T10:32:00Z,2016,7,Wednesday,10,Part Three,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)"
I172032321,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,427,FALSE,2017-04-25T20:13:00Z,2017,4,Tuesday,20,Part Two,NORFOLK ST,42.27967051,-71.08887826,"(42.27967051, -71.08887826)"
I162060335,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,173,FALSE,2016-07-28T13:03:00Z,2016,7,Thursday,13,Part Three,ATLANTIC AVE,42.35083019,-71.05641803,"(42.35083019, -71.05641803)"
I162052526,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,382,FALSE,2016-07-02T15:03:00Z,2016,7,Saturday,15,Part Three,MILTON ST,42.2804324,-71.05438001,"(42.28043240, -71.05438001)"
I182006360,2647,Other,THREATS TO DO BODILY HARM,B2,276,FALSE,2018-01-24T18:10:00Z,2018,1,Wednesday,18,Part Two,WILLIAMS ST,42.33237733,-71.08237779,"(42.33237733, -71.08237779)"
I182071467,1402,Vandalism,VANDALISM,B2,287,FALSE,2018-09-05T13:00:00Z,2018,9,Wednesday,13,Part Two,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I182011350,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,426,FALSE,2018-02-12T15:02:00Z,2018,2,Monday,15,Part Three,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)"
I172090692,3130,Search Warrants,SEARCH WARRANT,B3,418,FALSE,2017-10-30T12:16:00Z,2017,10,Monday,12,Part Three,TREMONT ST,42.33402461,-71.09039049,"(42.33402461, -71.09039049)"
I162040531,3410,Towed,TOWED MOTOR VEHICLE,E5,729,FALSE,2016-05-24T10:33:00Z,2016,5,Tuesday,10,Part Three,GARDNER ST,42.28020859,-71.17680515,"(42.28020859, -71.17680515)"
I182076108,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,D4,273,FALSE,2018-09-20T17:10:00Z,2018,9,Thursday,17,Part Two,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.33689150, -71.07755100)"
I162026717,3502,Missing Person Located,MISSING PERSON - LOCATED,C6,257,FALSE,2016-04-06T20:33:00Z,2016,4,Wednesday,20,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I152088150,617,Larceny,LARCENY THEFT FROM BUILDING,D4,159,FALSE,2015-10-23T16:00:00Z,2015,10,Friday,16,Part One,UPTON ST,42.34243222,-71.07225766,"(42.34243222, -71.07225766)"
I162012926,617,Larceny,LARCENY THEFT FROM BUILDING,B2,311,FALSE,2016-02-18T09:40:00Z,2016,2,Thursday,9,Part One,WOODBINE ST,42.3189792,-71.07964653,"(42.31897920, -71.07964653)"
I172085589,2647,Other,THREATS TO DO BODILY HARM,E18,522,FALSE,2017-10-13T17:24:00Z,2017,10,Friday,17,Part Two,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I172002939,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,173,FALSE,2016-06-06T11:00:00Z,2016,6,Monday,11,Part Two,KNEELAND ST,42.34994662,-71.05892052,"(42.34994662, -71.05892052)"
I162015154,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,336,FALSE,2016-02-26T07:51:00Z,2016,2,Friday,7,Part Two,BOWDOIN PARK,42.30618059,-71.06768365,"(42.30618059, -71.06768365)"
I162001932,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,3,FALSE,2016-01-07T19:51:00Z,2016,1,Thursday,19,Part Three,SARATOGA ST,42.38423979,-71.00003921,"(42.38423979, -71.00003921)"
I162049450,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,797,FALSE,2016-06-10T20:00:00Z,2016,6,Friday,20,Part Two,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I182061187,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A7,27,FALSE,2018-08-01T21:00:00Z,2018,8,Wednesday,21,Part One,MAVERICK SQ,42.36995418,-71.03900989,"(42.36995418, -71.03900989)"
I162071431,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,138,FALSE,2016-09-02T08:01:00Z,2016,9,Friday,8,Part Two,BOYLSTON ST,42.34932471,-71.08014801,"(42.34932471, -71.08014801)"
I172053804,1402,Vandalism,VANDALISM,E5,563,FALSE,2017-07-04T02:00:00Z,2017,7,Tuesday,2,Part Two,WASHINGTON ST,42.29093382,-71.12332234,"(42.29093382, -71.12332234)"
I172071879,613,Larceny,LARCENY SHOPLIFTING,C11,337,FALSE,2017-08-30T13:49:00Z,2017,8,Wednesday,13,Part One,BOWDOIN ST,42.3036967,-71.07104897,"(42.30369670, -71.07104897)"
I172026232,2629,Harassment,HARASSMENT,D4,619,FALSE,2016-08-01T08:00:00Z,2016,8,Monday,8,Part Two,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)"
I172047379,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,NA,FALSE,2017-06-14T07:10:00Z,2017,6,Wednesday,7,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I172029674,2647,Other,THREATS TO DO BODILY HARM,E18,500,FALSE,2017-04-16T15:51:00Z,2017,4,Sunday,15,Part Two,CANTERBURY ST,42.28058479,-71.11451352,"(42.28058479, -71.11451352)"
I152069776,3114,Investigate Property,INVESTIGATE PROPERTY,D4,905,FALSE,2015-08-23T00:51:00Z,2015,8,Sunday,0,Part Three,HARRISON AVE,42.33919306,-71.0698424,"(42.33919306, -71.06984240)"
I162064037,301,Robbery,ROBBERY - STREET,B2,NA,FALSE,2016-08-09T19:17:00Z,2016,8,Tuesday,19,Part One,COLUMBIA RD,NA,NA,"(0.00000000, 0.00000000)"
I162098547,617,Larceny,LARCENY THEFT FROM BUILDING,D4,145,FALSE,2016-11-25T16:00:00Z,2016,11,Friday,16,Part One,SAINT BOTOLPH ST,42.34401294,-71.08186196,"(42.34401294, -71.08186196)"
I172038450,3201,Property Lost,PROPERTY - LOST,A1,101,FALSE,2017-05-16T13:59:00Z,2017,5,Tuesday,13,Part Three,INDIA ST,42.35847666,-71.05324087,"(42.35847666, -71.05324087)"
I162039814,3501,Missing Person Reported,MISSING PERSON,E13,582,FALSE,2016-05-21T23:05:00Z,2016,5,Saturday,23,Part Three,WARREN ST,42.34946444,-71.14270449,"(42.34946444, -71.14270449)"
I172081066,3207,Property Found,PROPERTY - FOUND,A1,115,FALSE,2017-09-28T16:49:00Z,2017,9,Thursday,16,Part Three,UTICA ST,42.35007177,-71.05830552,"(42.35007177, -71.05830552)"
I162060343,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,FALSE,2016-07-28T13:31:00Z,2016,7,Thursday,13,Part Two,HUNTINGTON AVE,42.34044966,-71.08845935,"(42.34044966, -71.08845935)"
I172080319,3201,Property Lost,PROPERTY - LOST,C6,186,FALSE,2017-09-11T12:00:00Z,2017,9,Monday,12,Part Three,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I152059414,3301,Verbal Disputes,VERBAL DISPUTE,E5,941,FALSE,2015-07-18T15:14:00Z,2015,7,Saturday,15,Part Three,BROOKWAY RD,42.29255618,-71.11974225,"(42.29255618, -71.11974225)"
I172064614,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,294,FALSE,2017-08-07T15:22:00Z,2017,8,Monday,15,Part One,AKRON ST,42.32579408,-71.08563758,"(42.32579408, -71.08563758)"
I152099595,3207,Property Found,PROPERTY - FOUND,D14,814,FALSE,2015-12-02T14:00:00Z,2015,12,Wednesday,14,Part Three,WESTERN AVE,42.36373478,-71.123170150000007,"(42.36373478, -71.12317015)"
I172014999,3410,Towed,TOWED MOTOR VEHICLE,E13,642,FALSE,2017-02-24T10:18:00Z,2017,2,Friday,10,Part Three,CENTRE ST,42.31193403,-71.1142909,"(42.31193403, -71.11429090)"
I162031111,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E5,562,FALSE,2016-04-21T07:00:00Z,2016,4,Thursday,7,Part Three,FIRTH RD,42.2878937,-71.12457277,"(42.28789370, -71.12457277)"
I152091372,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,A7,17,FALSE,2015-11-03T18:06:00Z,2015,11,Tuesday,18,Part Two,CHELSEA ST,42.38005133,-71.02697581,"(42.38005133, -71.02697581)"
I172045428,2647,Other,THREATS TO DO BODILY HARM,A15,900,FALSE,2017-06-06T14:00:00Z,2017,6,Tuesday,14,Part Two,WALFORD WAY,42.37843402,-71.05644163,"(42.37843402, -71.05644163)"
I152074751,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,602,FALSE,2015-09-08T22:32:00Z,2015,9,Tuesday,22,Part Two,HUNTINGTON AVE,42.33450285,-71.1036802,"(42.33450285, -71.10368020)"
I182017386,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,246,FALSE,2018-03-07T00:46:00Z,2018,3,Wednesday,0,Part Two,ROMSEY ST,42.31590122,-71.05430926,"(42.31590122, -71.05430926)"
I182068608,1402,Vandalism,VANDALISM,D4,165,FALSE,2018-08-27T06:32:00Z,2018,8,Monday,6,Part Two,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
I172097814,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,421,FALSE,2017-11-24T12:46:00Z,2017,11,Friday,12,Part Three,W SELDEN ST,42.27967492,-71.08381263,"(42.27967492, -71.08381263)"
I172057038,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,441,FALSE,2017-07-14T17:25:00Z,2017,7,Friday,17,Part Three,WALES ST,42.29552026,-71.08420476,"(42.29552026, -71.08420476)"
I162047506,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,86,FALSE,2016-06-15T21:09:00Z,2016,6,Wednesday,21,Part Three,SALEM ST,42.3630848,-71.05619803,"(42.36308480, -71.05619803)"
I182072661,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,E13,571,FALSE,2018-09-09T13:47:00Z,2018,9,Sunday,13,Part Two,WASHINGTON ST,42.3102819,-71.10373449,"(42.31028190, -71.10373449)"
I162095327,3301,Verbal Disputes,VERBAL DISPUTE,C11,344,FALSE,2016-11-21T14:35:00Z,2016,11,Monday,14,Part Three,CORONA ST,42.30146198,-71.0689596,"(42.30146198, -71.06895960)"
I182066852,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,194,FALSE,2018-08-21T11:38:00Z,2018,8,Tuesday,11,Part Two,DORCHESTER ST,42.3301111,-71.05611033,"(42.33011110, -71.05611033)"
I182017179,3115,Investigate Person,INVESTIGATE PERSON,C6,187,FALSE,2018-03-06T11:37:00Z,2018,3,Tuesday,11,Part Three,HARVEST ST,42.32322437,-71.05896841,"(42.32322437, -71.05896841)"
I162031153,1402,Vandalism,VANDALISM,C11,347,FALSE,2016-04-22T08:56:00Z,2016,4,Friday,8,Part Two,EAST ST,42.30753893,-71.06080497,"(42.30753893, -71.06080497)"
I182033595,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,335,FALSE,2018-05-04T11:57:00Z,2018,5,Friday,11,Part One,CLARKSON ST,42.30829668,-71.06747771,"(42.30829668, -71.06747771)"
I172054800,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,E5,664,FALSE,2017-05-08T09:20:00Z,2017,5,Monday,9,Part One,WASHINGTON ST,42.29251815,-71.12165832,"(42.29251815, -71.12165832)"
I162032407,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,FALSE,2016-04-26T15:09:00Z,2016,4,Tuesday,15,Part Three,AMERICAN LEGION HWY,42.29817919,-71.08692159,"(42.29817919, -71.08692159)"
I152070664,1402,Vandalism,VANDALISM,D4,134,FALSE,2015-08-26T03:04:00Z,2015,8,Wednesday,3,Part Two,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)"
I152079294,3115,Investigate Person,INVESTIGATE PERSON,C11,455,FALSE,2015-09-23T13:51:00Z,2015,9,Wednesday,13,Part Three,WASHINGTON ST,42.30144714,-71.07681348,"(42.30144714, -71.07681348)"
I182006288,613,Larceny,LARCENY SHOPLIFTING,B2,593,FALSE,2018-01-24T14:08:00Z,2018,1,Wednesday,14,Part One,LONGWOOD AVE,42.33857,-71.10670681,"(42.33857000, -71.10670681)"
I182073226,1402,Vandalism,VANDALISM,A15,900,FALSE,2018-09-10T19:30:00Z,2018,9,Monday,19,Part Two,O'REILLY WAY,42.37761517,-71.05746278,"(42.37761517, -71.05746278)"
I182074833,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,434,FALSE,2018-09-16T19:35:00Z,2018,9,Sunday,19,Part Three,STANTON ST,42.28411373,-71.07938717,"(42.28411373, -71.07938717)"
I182055174,2604,Other,EXTORTION OR BLACKMAIL,B3,446,FALSE,2018-07-13T13:54:00Z,2018,7,Friday,13,Part Two,NORWELL ST,42.29631481,-71.07839029,"(42.29631481, -71.07839029)"
I162043500,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",A1,111,FALSE,2016-06-02T21:46:00Z,2016,6,Thursday,21,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I172029064,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,359,FALSE,2017-04-14T10:36:00Z,2017,4,Friday,10,Part Two,PARK ST,42.29685211,-71.06702258,"(42.29685211, -71.06702258)"
I162097036,3410,Towed,TOWED MOTOR VEHICLE,A1,67,FALSE,2016-11-28T10:00:00Z,2016,11,Monday,10,Part Three,PINCKNEY ST,42.35883898,-71.06608613,"(42.35883898, -71.06608613)"
I182076848,3111,License Violation,LICENSE PREMISE VIOLATION,C6,177,FALSE,2018-09-23T02:03:00Z,2018,9,Sunday,2,Part Three,THEODORE A GLYNN WAY,42.33018566,-71.06946349,"(42.33018566, -71.06946349)"
I162093601,3115,Investigate Person,INVESTIGATE PERSON,B3,908,FALSE,2016-11-15T18:38:00Z,2016,11,Tuesday,18,Part Three,SHANDON RD,42.29505434,-71.08904077,"(42.29505434, -71.08904077)"
I182077167,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,D14,NA,FALSE,2018-09-24T09:28:00Z,2018,9,Monday,9,Part Three,COMMONWEALTH AVE,NA,NA,"(0.00000000, 0.00000000)"
